Stock Price;Strike Price;Maturity;Dividends;Volatility;Risk free;Call Price
0.25;2250;04/03/17;0.000538;0.215064;7733;50421.0
118.2;2255;04/03/17;0.000576;0.206932;5;44090.0
0.25;2255;04/03/17;0.000576;0.206932;1601;47663.0
113.2;2260;04/03/17;0.000619;0.1988;5;49915.0
0.25;2260;04/03/17;0.000619;0.1988;1339;60608.0
108.2;2265;04/03/17;0.000699;0.192878;6;50811.0
0.3;2265;04/03/17;0.000686;0.191934;1201;11350.0
103.2;2270;04/03/17;0.000793;0.186956;15;47704.0
0.3;2270;04/03/17;0.000763;0.185067;850;40192.0
98.2;2275;04/03/17;0.000903;0.181033;26;42725.0
0.45;2275;04/03/17;0.000853;0.1782;770;44595.0
93.2;2280;04/03/17;0.001033;0.175111;33;66666.0
0.3;2280;04/03/17;0.000959;0.171333;6302;51292.0
88.3;2285;04/03/17;0.001186;0.169088;15;69178.0
0.6;2285;04/03/17;0.001087;0.164605;1238;49813.0
83.3;2290;04/03/17;0.001369;0.163065;21;59623.0
0.65;2290;04/03/17;0.001241;0.157877;798;57057.0
78.3;2295;04/03/17;0.00159;0.157042;22;46415.0
0.7;2295;04/03/17;0.001427;0.15115;554;58857.0
73.3;2300;04/03/17;0.001858;0.151019;49;57456.0
0.7;2300;04/03/17;0.001652;0.144422;4344;54837.0
68.6;2305;04/03/17;0.002184;0.144996;68;70725.0
0.8;2305;04/03/17;0.00193;0.137694;325;72803.0
63.6;2310;04/03/17;0.002586;0.138972;252;53251.0
0.5;2310;04/03/17;0.002275;0.130966;2238;62794.0
58.7;2315;04/03/17;0.003096;0.133285;240;80925.0
0.55;2315;04/03/17;0.002703;0.1241;1136;110475.0
53;2320;04/03/17;0.002699;0.10748;149;126911.0
0.85;2320;04/03/17;0.003472;0.121814;6507;172066.0
48.2;2325;04/03/17;0.003635;0.105226;158;59526.0
0.7;2325;04/03/17;0.003969;0.110756;749;46487.0
43.1;2330;04/03/17;0.004294;0.095336;147;50999.0
0.8;2330;04/03/17;0.004833;0.10305;683;47534.0
38.3;2335;04/03/17;0.005627;0.090423;303;79811.0
1.05;2335;04/03/17;0.006124;0.097501;509;49011.0
33.7;2340;04/03/17;0.007569;0.087787;486;44027.0
1.25;2340;04/03/17;0.007767;0.091138;2624;45568.0
25.9;2345;04/03/17;0.009906;0.083519;248;39439.0
1.45;2345;04/03/17;0.0099;0.083362;406;44535.0
21.3;2350;04/03/17;0.012836;0.0785;2185;48661.0
1.75;2350;04/03/17;0.012853;0.076335;4025;49592.0
16.4;2355;04/03/17;0.016627;0.071569;303;48760.0
2.4;2355;04/03/17;0.016636;0.071475;397;45614.0
12.2;2360;04/03/17;0.021122;0.066031;1737;47977.0
3.4;2360;04/03/17;0.020873;0.067121;1785;43322.0
8.6;2365;04/03/17;0.024941;0.062662;593;44195.0
4.8;2365;04/03/17;0.024866;0.062861;296;68716.0
5.5;2370;04/03/17;0.027139;0.059036;2580;45241.0
6.9;2370;04/03/17;0.02682;0.059744;1474;54949.0
3.4;2375;04/03/17;0.025116;0.058267;2013;64556.0
9.9;2375;04/03/17;0.025038;0.058492;1060;59926.0
1.95;2380;04/03/17;0.020412;0.057985;1778;37389.0
14.2;2380;04/03/17;0.019752;0.062628;1325;41022.0
1.1;2385;04/03/17;0.014725;0.058854;1453;54393.0
18.4;2385;04/03/17;0.014894;0.063279;25;68949.0
0.65;2390;04/03/17;0.009876;0.060938;1923;72163.0
24.8;2390;04/03/17;0.009504;0.058749;1278;48898.0
0.4;2395;04/03/17;0.006448;0.063832;1578;59689.0
29.9;2395;04/03/17;0.00768;0.072151;32;46625.0
0.3;2400;04/03/17;0.004606;0.069813;1798;57351.0
35.8;2400;04/03/17;0.0056;0.077271;1258;65741.0
0.25;2405;04/03/17;0.002653;0.069813;739;66665.0
40.7;2405;04/03/17;0.003571;0.077271;23;79573.0
0.2;2410;04/03/17;0.001411;0.069813;2222;53637.0
45.8;2410;04/03/17;0.002133;0.077271;1241;57837.0
0.2;2415;04/03/17;0.000694;0.069813;524;43729.0
50.8;2415;04/03/17;0.001195;0.077271;0;56137.0
0.15;2420;04/03/17;0.000315;0.069813;3240;91722.0
55.8;2420;04/03/17;0.000628;0.077271;1001;123661.0
0.1;2425;04/03/17;0.000132;0.069813;1807;99453.0
60.5;2425;04/03/17;0.000309;0.077271;350;66401.0
0.1;2430;04/03/17;0.000051;0.069813;115;43066.0
65.8;2430;04/03/17;0.000143;0.077271;251;44509.0
0.15;2435;04/03/17;0.000019;0.069813;193;63972.0
70.8;2435;04/03/17;0.000062;0.077271;0;67036.0
0.15;2440;04/03/17;0.000006;0.069813;380;72830.0
75.8;2440;04/03/17;0.000025;0.077271;0;90234.0
0.1;2445;04/03/17;0.000002;0.069813;187;96191.0
80.5;2445;04/03/17;0.00001;0.077271;0;104210.0
0.1;2450;04/03/17;0.000001;0.069813;149;60029.0
85.8;2450;04/03/17;0.000003;0.077271;0;57867.0
0.1;2455;04/03/17;0;0.069813;50;67237.0
90.8;2455;04/03/17;0.000001;0.077271;0;66011.0
0.1;2460;04/03/17;0;0.069813;64;64406.0
95.5;2460;04/03/17;0;0.077271;0;53017.0
0.05;2465;04/03/17;0;0.069813;81;51571.0
100.5;2465;04/03/17;0;0.077271;0;53235.0
0.05;2470;04/03/17;0;0.069813;12;72427.0
105.8;2470;04/03/17;0;0.077271;0;62349.0
0.05;2475;04/03/17;0;0.069813;662;61599.0
110.5;2475;04/03/17;0;0.077271;0;79728.0
0.2;2480;04/03/17;0;0.069813;1;73744.0
116.1;2480;04/03/17;0;0.077271;0;62086.0
0.05;2485;04/03/17;0;0.069813;184;51936.0
121;2485;04/03/17;0;0.077271;0;71240.0
0.05;2490;04/03/17;0;0.069813;111;84062.0
128.6;2490;04/03/17;0;0.077271;0;109775.0
0.2;2495;04/03/17;0;0.069813;0;122591.0
133.6;2495;04/03/17;0;0.077271;0;149752.0
0.05;2500;04/03/17;0;0.069813;202;130672.0
138.6;2500;04/03/17;0;0.077271;0;102649.0
0.05;2505;04/03/17;0;0.069813;432;80749.0
143.6;2505;04/03/17;0;0.077271;0;88415.0
0.2;2510;04/03/17;0;0.069813;5;130564.0
148.4;2510;04/03/17;0;0.077271;0;155790.0
0.05;2515;04/03/17;0;0.069813;0;120610.0
153.5;2515;04/03/17;0;0.077271;0;90660.0
0.05;2520;04/03/17;0;0.069813;10;59348.0
158.6;2520;04/03/17;0;0.077271;0;71049.0
0.05;2525;04/03/17;0;0.069813;201;87042.0
163.6;2525;04/03/17;0;0.077271;0;87132.0
0.2;2530;04/03/17;0;0.069813;3;128953.0
168.5;2530;04/03/17;0;0.077271;0;143861.0
0.05;2540;04/03/17;0;0.069813;0;141083.0
178.6;2540;04/03/17;0;0.077271;0;109701.0
0.2;2550;04/03/17;0;0.069813;6;123937.0
188.4;2550;04/03/17;0;0.077271;0;162791.0
0.2;2575;04/03/17;0;0.069813;0;281092.0
213.6;2575;04/03/17;0;0.077271;0;310790.0
0.05;2600;04/03/17;0;0.069813;0;115636.0
238.8;2600;04/03/17;0;0.077271;0;88132.0
0.2;2625;04/03/17;0;0.069813;0;90588.0
267.2;2625;04/03/17;0;0.077271;0;176963.0
0.15;2650;04/03/17;0;0.069813;0;104838.0
292.2;2650;04/03/17;0;0.077271;0;58972.0
0.15;2700;04/03/17;0;0.069813;0;53551.0
341.9;2700;04/03/17;0;0.077271;0;73351.0
878.8;1500;04/05/17;0;0.303466;0;78857.0
0.05;1500;04/05/17;0;0.303466;80;92804.0
828.8;1550;04/05/17;0;0.303466;0;60357.0
0.1;1550;04/05/17;0;0.303466;52;68820.0
778.8;1600;04/05/17;0;0.303466;0;56972.0
0.1;1600;04/05/17;0;0.303466;238;56857.0
728.8;1650;04/05/17;0;0.303466;0;49749.0
0.1;1650;04/05/17;0;0.303466;310;54506.0
678.9;1700;04/05/17;0;0.303466;0;47931.0
0.2;1700;04/05/17;0;0.303466;815;44257.0
628.9;1750;04/05/17;0;0.303466;0;63913.0
0.2;1750;04/05/17;0;0.303466;2987;58613.0
578.9;1800;04/05/17;0;0.303466;0;63807.0
0.25;1800;04/05/17;0;0.303466;287;112542.0
528.9;1850;04/05/17;0;0.303466;0;70710.0
0.05;1850;04/05/17;0;0.303466;1578;46249.0
478.9;1900;04/05/17;0;0.303466;0;49797.0
0.05;1900;04/05/17;0;0.303466;107;74472.0
453.9;1925;04/05/17;0;0.303466;0;111642.0
0.1;1925;04/05/17;0;0.303466;107;65841.0
429;1950;04/05/17;0;0.303466;0;63308.0
0.1;1950;04/05/17;0;0.303466;2;83980.0
404;1975;04/05/17;0;0.303466;0;79216.0
0.05;1975;04/05/17;0;0.303466;160;41991.0
379;2000;04/05/17;0;0.303466;0;70258.0
0.05;2000;04/05/17;0;0.303466;590;69943.0
359;2020;04/05/17;0.000001;0.303466;0;77530.0
0.05;2020;04/05/17;0.000001;0.303466;3;71191.0
354;2025;04/05/17;0.000001;0.303466;0;95395.0
0.05;2025;04/05/17;0.000001;0.303466;1;92904.0
349;2030;04/05/17;0.000002;0.303466;0;68682.0
0.1;2030;04/05/17;0.000002;0.303466;6;160688.0
339;2040;04/05/17;0.000003;0.303466;0;122047.0
0.1;2040;04/05/17;0.000003;0.303466;8;105629.0
329;2050;04/05/17;0.000004;0.303466;0;138365.0
0.1;2050;04/05/17;0.000004;0.303466;28;138376.0
319;2060;04/05/17;0.000006;0.303466;0;123976.0
0.1;2060;04/05/17;0.000006;0.303466;500;137698.0
309;2070;04/05/17;0.00001;0.303466;0;72002.0
0.1;2070;04/05/17;0.00001;0.303466;0;64744.0
304;2075;04/05/17;0.000012;0.303466;0;52912.0
0.2;2075;04/05/17;0.000012;0.303466;273;60877.0
299;2080;04/05/17;0.000015;0.303466;0;45234.0
0.3;2080;04/05/17;0.000015;0.303466;203;38437.0
289;2090;04/05/17;0.000023;0.303466;0;57121.0
0.1;2090;04/05/17;0.000023;0.303466;26;70934.0
279.1;2100;04/05/17;0.000034;0.303466;0;41581.0
0.1;2100;04/05/17;0.000034;0.303466;44;43509.0
269.1;2110;04/05/17;0.000049;0.303466;0;43617.0
0.3;2110;04/05/17;0.000049;0.303466;88;38524.0
264.1;2115;04/05/17;0.000059;0.303466;0;36099.0
0.3;2115;04/05/17;0.000059;0.303466;17;36055.0
259.1;2120;04/05/17;0.000071;0.303466;0;61194.0
0.3;2120;04/05/17;0.000071;0.303466;100;64767.0
250.8;2125;04/05/17;0.000084;0.303466;0;57409.0
0.3;2125;04/05/17;0.000084;0.303466;99;62459.0
245.5;2130;04/05/17;0.000099;0.303466;0;46256.0
0.15;2130;04/05/17;0.000099;0.303466;514;37915.0
240.5;2135;04/05/17;0.000117;0.303466;0;39440.0
0.15;2135;04/05/17;0.000117;0.303466;34;45440.0
235.5;2140;04/05/17;0.000137;0.303466;0;45275.0
0.15;2140;04/05/17;0.000137;0.303466;347;40785.0
230.5;2145;04/05/17;0.000143;0.297237;0;43074.0
0.3;2145;04/05/17;0.000145;0.298007;5017;46580.0
225.5;2150;04/05/17;0.000148;0.291008;0;37384.0
0.35;2150;04/05/17;0.000153;0.292548;728;39619.0
220.5;2155;04/05/17;0.000155;0.284779;0;50588.0
0.35;2155;04/05/17;0.000162;0.287089;30;57317.0
215.6;2160;04/05/17;0.000161;0.278551;0;58360.0
0.35;2160;04/05/17;0.000171;0.28163;610;52032.0
210.6;2165;04/05/17;0.000168;0.272322;0;63821.0
0.35;2165;04/05/17;0.000182;0.276171;49;51304.0
205.6;2170;04/05/17;0.000175;0.266093;0;53337.0
0.2;2170;04/05/17;0.000193;0.270712;142;54182.0
200.6;2175;04/05/17;0.000183;0.259864;2;65664.0
0.15;2175;04/05/17;0.000205;0.265252;1058;119919.0
196;2180;04/05/17;0.000192;0.253635;0;93009.0
0.4;2180;04/05/17;0.000218;0.259793;266;39415.0
190.6;2185;04/05/17;0.000201;0.247407;0;30900.0
0.35;2185;04/05/17;0.000233;0.254334;152;34865.0
185.6;2190;04/05/17;0.000211;0.241178;0;44792.0
0.35;2190;04/05/17;0.000248;0.248875;38;36429.0
180.6;2195;04/05/17;0.000221;0.234949;0;35960.0
0.4;2195;04/05/17;0.000266;0.243416;566;32857.0
175.6;2200;04/05/17;0.000233;0.22872;83;37008.0
0.4;2200;04/05/17;0.000285;0.237957;12659;31373.0
170.7;2205;04/05/17;0.000245;0.222491;5;34218.0
0.2;2205;04/05/17;0.000306;0.232498;36;43445.0
165.7;2210;04/05/17;0.000259;0.216263;0;48475.0
0.4;2210;04/05/17;0.000329;0.227039;97;40769.0
160.6;2215;04/05/17;0.000273;0.210034;5;39054.0
0.45;2215;04/05/17;0.000354;0.22158;174;37150.0
155.7;2220;04/05/17;0.000289;0.203805;50;32697.0
0.45;2220;04/05/17;0.000383;0.216121;359;44379.0
150.6;2225;04/05/17;0.000306;0.197576;0;44959.0
0.45;2225;04/05/17;0.000415;0.210662;4725;39396.0
145.7;2230;04/05/17;0.000326;0.191347;0;36187.0
0.45;2230;04/05/17;0.00045;0.205203;1595;40206.0
140.7;2235;04/05/17;0.000347;0.185119;4;40590.0
0.5;2235;04/05/17;0.00049;0.199744;383;34547.0
135.7;2240;04/05/17;0.00037;0.17889;0;44562.0
0.3;2240;04/05/17;0.000535;0.194285;471;48395.0
130.7;2245;04/05/17;0.000457;0.178017;0;47098.0
0.55;2245;04/05/17;0.000579;0.18828;599;15254.0
122.9;2250;04/05/17;0.000561;0.177144;0;24532.0
0.55;2250;04/05/17;0.000628;0.182276;2589;42775.0
118;2255;04/05/17;0.000685;0.176271;15;35488.0
0.35;2255;04/05/17;0.000685;0.176271;419;38713.0
113;2260;04/05/17;0.000749;0.170285;58;45029.0
0.6;2260;04/05/17;0.000763;0.171139;892;47770.0
108;2265;04/05/17;0.000823;0.164299;8;45144.0
0.65;2265;04/05/17;0.000853;0.166007;427;40827.0
103;2270;04/05/17;0.000907;0.158313;20;48752.0
0.65;2270;04/05/17;0.000957;0.160876;282;69385.0
98.1;2275;04/05/17;0.001006;0.152327;206;55054.0
0.45;2275;04/05/17;0.001079;0.155744;2024;47599.0
93.1;2280;04/05/17;0.00117;0.148438;0;47209.0
0.55;2280;04/05/17;0.001243;0.151519;1064;48256.0
88.2;2285;04/05/17;0.001341;0.143611;188;61450.0
0.85;2285;04/05/17;0.001465;0.148449;979;63905.0
83.2;2290;04/05/17;0.001544;0.138784;31;39336.0
0.9;2290;04/05/17;0.001729;0.145378;1675;39298.0
78.3;2295;04/05/17;0.001787;0.133957;36;47077.0
0.95;2295;04/05/17;0.002038;0.142308;893;42975.0
73.3;2300;04/05/17;0.002121;0.130369;53;42029.0
0.75;2300;04/05/17;0.002191;0.132462;5707;45957.0
68.4;2305;04/05/17;0.002429;0.124266;52;44101.0
1.15;2305;04/05/17;0.002695;0.13187;567;40450.0
63.8;2310;04/05/17;0.00303;0.124014;101;44910.0
1.25;2310;04/05/17;0.00311;0.126308;1134;62558.0
58.6;2315;04/05/17;0.003354;0.11409;34;66081.0
1.35;2315;04/05/17;0.003595;0.120263;1108;49700.0
53.6;2320;04/05/17;0.00394;0.108152;168;43566.0
1.5;2320;04/05/17;0.004191;0.114327;974;39932.0
48.5;2325;04/05/17;0.004469;0.09813;183;42732.0
1.65;2325;04/05/17;0.004939;0.108855;1958;44107.0
43.8;2330;04/05/17;0.00557;0.095769;199;48062.0
1.55;2330;04/05/17;0.005756;0.100346;934;43149.0
36;2335;04/05/17;0.006871;0.093493;290;42209.0
2.1;2335;04/05/17;0.006971;0.097356;532;46198.0
31.4;2340;04/05/17;0.008352;0.090154;561;86056.0
2.45;2340;04/05/17;0.008366;0.092093;995;40427.0
26.9;2345;04/05/17;0.01007;0.086396;249;44477.0
2.95;2345;04/05/17;0.010046;0.087475;715;44653.0
22.4;2350;04/05/17;0.01203;0.082494;484;44639.0
3.7;2350;04/05/17;0.011967;0.083451;1329;45474.0
18.3;2355;04/05/17;0.014179;0.078511;984;46754.0
4.5;2355;04/05/17;0.014075;0.079373;4240;38291.0
14.5;2360;04/05/17;0.016236;0.075261;590;45766.0
5.8;2360;04/05/17;0.016172;0.075612;901;45258.0
11.1;2365;04/05/17;0.017882;0.072426;501;46661.0
7.4;2365;04/05/17;0.017802;0.072763;4122;48405.0
8.2;2370;04/05/17;0.018659;0.07023;912;48951.0
9.6;2370;04/05/17;0.018569;0.070571;211;49598.0
5.4;2375;04/05/17;0.018778;0.066543;6036;51105.0
12.4;2375;04/05/17;0.01826;0.068639;4796;52201.0
3.9;2380;04/05/17;0.016708;0.067405;4494;45574.0
15.7;2380;04/05/17;0.016556;0.068297;55;57933.0
2.55;2385;04/05/17;0.014233;0.066688;465;79735.0
19.8;2385;04/05/17;0.01411;0.068316;161;51251.0
1.65;2390;04/05/17;0.011339;0.06669;4414;52898.0
24;2390;04/05/17;0.011363;0.068379;74;51644.0
1.1;2395;04/05/17;0.008625;0.068032;835;53671.0
30.6;2395;04/05/17;0.008809;0.070636;29;50525.0
0.75;2400;04/05/17;0.006353;0.069491;730;48927.0
36.2;2400;04/05/17;0.006694;0.072898;11;45767.0
0.5;2405;04/05/17;0.004582;0.071201;1116;47029.0
41;2405;04/05/17;0.004992;0.074973;10;41860.0
